Code,Title,Is Replaced By,Removed In
Ss_50_30_82_59,Outlet drainage systems,Ss_50_70_82_59 Outlet drainage systems,2019-04
Ss_50_30_82_73,Road drainage systems,Ss_50_70_82_73 Road drainage systems,2019-04
Ss_50_30_85,Surface and waste water pumped drainage systems,Ss_50_35_10 Below-ground pumped drainage systems,2019-04
Ss_50_35_45,Land drainage systems,Ss_50_70_45 Land drainage systems,2023-01
Ss_50_35_45_08,Blanket drain land drainage systems,Ss_50_70_45_08 Blanket drain land drainage systems,2023-01
Ss_50_35_45_20,Culvert land drainage systems,Ss_50_70_45_20 Culvert land drainage systems,2023-01
Ss_50_35_45_30,Filter drain land drainage systems,Ss_50_70_45_30 Filter drain land drainage systems,2023-01
Ss_50_35_45_32,Fin drain land drainage systems,Ss_50_70_45_32 Fin drain land drainage systems,2023-01
Ss_50_35_45_53,Mole and subsoiling drain land drainage systems,Ss_50_70_45_53 Mole and subsoiling drain land drainage systems,2023-01
Ss_50_35_45_55,Narrow slot fin drain land drainage systems,Ss_50_70_45_32 Fin drain land drainage systems,2020-10
Ss_50_35_45_75,Slitting and grooving drain land drainage systems,Ss_50_70_45_75 Slitting and grooving drain land drainage systems,2023-01
Ss_50_35_45_85,Subsoil drainage pipe drain systems,Ss_50_70_45_85 Subsoil drainage pipe drain systems,2023-01
Ss_50_35_45_90,Trenchless drain land drainage systems,Ss_50_70_45_90 Trenchless drain land drainage systems,2023-01
Ss_50_35_65,Pressure relief drainage systems,Ss_50_70_65 Pressure relief drainage systems,2023-01
Ss_50_35_65_08,Blanket drain pressure relief systems,Ss_50_70_65_08 Blanket drain pressure relief systems,2023-01
Ss_50_35_65_30,Filter drain pressure relief systems,Ss_50_70_65_30 Filter drain pressure relief systems,2023-01
Ss_50_35_65_35,Geocomposite sheet fin drain pressure relief systems,Ss_50_70_65_35 Geocomposite sheet fin drain pressure relief systems,2023-01
Ss_50_35_80,Storm water gravity drainage systems,Ss_50_70_80 Storm water gravity drainage systems,2023-01
Ss_50_35_80_10,Bifurcation storm water overflow systems,Ss_50_70_80_10 Bifurcation storm water overflow systems,2023-01
Ss_50_35_80_72,Rigid attenuation or storage tank for storm water flood attenuation systems,Ss_50_70_80_72 Rigid attenuation or storage tank for storm water flood attenuation systems,2023-01
Ss_50_35_82,Surface and wastewater gravity drainage systems,Ss_50_70_82 Surface and wastewater gravity drainage systems,2023-01
Ss_50_35_82_41,Inlet drainage systems,Ss_50_70_82_41 Inlet drainage systems,2023-01
Ss_50_35_82_59,Outlet drainage systems,Ss_50_70_82_59 Outlet drainage systems,2023-01
Ss_50_35_82_73,Road drainage systems,Ss_50_70_82_73 Road drainage systems,2023-01
Ss_50_35_85,Surface and waste water pumped drainage systems,"Ss_50_35_10_08 Below-ground pressure pipeline drainage systems
Ss_50_35_10_10 Below-ground pumping station drainage systems",2021-07
Ss_50_70_85_72,SuDS retention pond systems,Ss_50_70_85_64 Pond systems,2019-01
Ss_50_75_21_20,Desludging systems,Ss_50_75_21 Wastewater sludge management systems,2021-01
Ss_50_75_21_75,Settlement tank gravity desludging systems,Ss_50_75_21 Wastewater sludge management systems,2023-01
Ss_50_75_21_78,Sludge disposal systems,Ss_50_75_21 Wastewater sludge management systems,2023-01
Ss_50_75_21_80,Sludge handling systems,Ss_50_75_21 Wastewater sludge management systems,2023-01
Ss_50_75_21_96,Wastewater desludging systems,Ss_50_75_21 Wastewater sludge management systems,2023-01
Ss_50_75_58,Odour control systems,Ss_85_30_58 Odour control systems,2023-01
Ss_50_75_58_07,Biofiltration systems,Ss_85_30_58_07 Biofiltration systems,2023-01
Ss_50_75_58_08,Bio-scrubber systems,Ss_85_30_58_08 Bio-scrubber systems,2023-01
Ss_50_75_58_11,Catalytic iron filter systems,Ss_85_30_58_11 Catalytic iron filter systems,2023-01
Ss_50_75_58_23,Dry installation systems,Ss_85_30_58_23 Dry installation systems,2023-01
Ss_50_75_58_96,Wet scrubber systems,Ss_85_30_58_96 Wet scrubber systems,2023-01
Ss_50_75_67,Primary sewage treatment and final settlement systems,Ss_50_75_98 Wastewater storage systems,2023-01
Ss_50_75_67_38,Horizontal flow tank systems,Ss_50_75_98 Wastewater storage systems,2023-01
Ss_50_75_67_46,Lamella tank systems,Ss_50_75_98 Wastewater storage systems,2023-01
Ss_50_75_67_70,Radial flow tank systems,Ss_50_75_98 Wastewater storage systems,2023-01
Ss_50_75_92_13,Chemical dosing systems,Ss_50_75_92 Wastewater chemical dosing systems,2023-01
Ss_50_75_93_02,Aggregate filtration systems,Ss_50_75_93 Wastewater filtration systems,2023-01
Ss_50_75_95_67,Pumped wastewater systems,Ss_50_75_95 Wastewater treatment pumping systems,2023-01
Ss_50_80_82,Solid waste sorting systems,Ss_50_80_80_82 Solid waste sorting systems,2023-10
Ss_50_95,Temporary disposal systems,Ss_15_95_50 Temporary disposal systems,2023-07
Ss_55_15_55_21,Desludging systems,Ss_55_15_55 Water treatment sludge management systems,2023-01
Ss_55_15_55_23,Direct homogenous sand filtration systems,Ss_55_15_55 Water treatment sludge management systems,2023-01
Ss_55_15_55_25,Direct twin and triple-layer filtration systems,Ss_55_15_55 Water treatment sludge management systems,2023-01
Ss_55_15_55_30,Filtration systems,Ss_55_15_55 Water treatment sludge management systems,2023-01
Ss_55_15_55_32,Flotation systems,Ss_55_15_55 Water treatment sludge management systems,2023-01
Ss_55_15_55_80,Static settling systems,Ss_55_15_55 Water treatment sludge management systems,2023-01
Ss_55_15_60_08,Biological filter systems,Ss_55_15_85 Water treatment filtration systems,2023-01
Ss_55_15_60_60,Ozone oxidation systems,Ss_55_15_80 Water treatment disinfection systems,2023-01
Ss_55_15_65,Potable water storage tank systems,Pr_60_50_96 Water storage products,2023-01
Ss_55_15_65_15,Concrete potable water storage systems,Pr_60_50_96_15 Concrete tanks,2023-01
Ss_55_15_65_65,Plastics potable water storage systems,"Pr_60_50_96_64 Polyethylene (PE) tanks
Pr_60_50_96_65 Polypropylene (PP) tanks",2023-01
Ss_55_15_65_72,Reinforced concrete potable water storage systems,Pr_60_50_96_15 Concrete tanks,2023-01
Ss_55_15_65_84,Steel framed potable water storage systems,Pr_60_50_96 Water storage products,2023-01
Ss_55_15_70,Water reservoir systems,"Ss_55_15 Water extraction, treatment and storage systems",2021-01
Ss_55_15_85_23,Dissolved air flotation systems,Ss_55_15_85 Water treatment filtration systems,2023-01
Ss_55_15_85_75,Sandfilter systems,Ss_55_15_85 Water treatment filtration systems,2023-01
Ss_55_15_95,Wet well systems,"Ss_55_15_20 Raw water pumping systems
Ss_55_70_70 Treated water pumping systems",2023-01
Ss_55_15_95_64,Piled wet well systems,"Ss_55_15_20 Raw water pumping systems
Ss_55_70_70 Treated water pumping systems",2023-01
Ss_55_15_95_72,Reinforced concrete wet well systems,"Ss_55_15_20 Raw water pumping systems
Ss_55_70_70 Treated water pumping systems",2023-01
Ss_55_20_15,Compressed air supply systems,Ss_55_20_60_15 Compressed air supply systems,2020-07
Ss_55_20_15_42,Industrial compressed air supply systems,Ss_55_20_60_15 Compressed air supply systems,2020-07
Ss_55_20_15_46,Laboratory compressed air supply systems,Ss_55_20_45_15 Laboratory compressed air supply systems,2020-07
Ss_55_20_15_51,Medical compressed air supply systems,Ss_55_20_51_15 Medical compressed air supply systems,2020-07
Ss_55_20_51_27,Medical entonox supply systems,Ss_55_20_51_57 Medical nitrous oxide/ oxygen mixture supply systems,2021-10
Ss_55_20_94,Vacuum supply systems,Ss_55_20 Gas and vacuum distribution and supply systems,2020-07
Ss_55_20_94_51,Medical vacuum supply systems,Ss_55_20_51_94 Medical vacuum systems,2020-07
Ss_55_30_35_31,Foam fire-extinguishing systems,Ss_55_30_30_31 Foam fire-extinguishing systems,2020-07
Ss_55_30_96_21,Deluge systems,Ss_55_30_98_21 Deluge systems,2019-04
Ss_55_30_96_23,Domestic sprinkler systems,Ss_55_30_98_23 Domestic and residential sprinkler systems,2019-04
Ss_55_30_96_85,Sprinkler systems,Ss_55_30_98_85 Sprinkler systems,2019-04
Ss_55_30_96_96,Water mist systems,Ss_55_30_98_96 Water mist systems,2019-04
Ss_55_95,Temporary piped supply systems,Ss_15_95_55 Temporary piped supply systems,2023-07
Ss_60_40_15_90,Combined underfloor heating and cooling systems,Ss_60_40_92_15 Combined underfloor heating and cooling systems,2020-04
Ss_60_40_17_71,Refrigerant cooling systems,Ss_60_60_70_71 Refrigerant cooling systems,2020-04
Ss_60_40_17_92,Underfloor chilled water systems,Ss_60_40_92_92 Underfloor chilled water systems,2020-04
Ss_60_40_17_94,Variable refrigerant flow systems,Ss_60_60_70_94 Variable refrigerant flow systems,2020-04
Ss_60_40_37_27,Electric underfloor heating systems,Ss_60_40_92_27 Electric underfloor heating systems,2020-04
Ss_60_40_37_28,Electrical resistance trace heating systems,Ss_60_40_90_28 Electrical resistance trace heating systems,2020-04
Ss_60_40_37_94,Underfloor low-temperature hot water heating systems,Ss_60_40_92_94 Underfloor low-temperature hot water heating systems,2020-04
Ss_60_95,"Temporary heating, cooling and refrigeration systems","Ss_15_95_60 Temporary heating, cooling and refrigeration systems",2023-07
Ss_65_40_25,Dust extract systems,Ss_65_40_42_25 Dust extract systems,2020-07
Ss_65_40_55,Nuclear ventilation systems,Ss_65_60_55 Hazardous processes ventilation systems,2020-07
Ss_65_95,Temporary ventilation and air conditioning systems,Ss_15_95_65 Temporary ventilation and air conditioning systems,2023-07
Ss_70_10_32,Geothermal power generation systems,Ss_70_10_70_33 Geothermal power generation systems,2016-10
Ss_70_10_32_33,Geothermal power generation systems,Ss_70_10_70_33 Geothermal power generation systems,2016-10
Ss_70_10_35,Gravity power generation systems,Ss_70_10_70 Renewable power generation systems,2016-10
Ss_70_10_35,High-voltage transmission systems,Ss_70_20_35 High-voltage transmission and distribution systems,2023-10
Ss_70_10_35_36,Hydroelectric power generation systems,Ss_70_10_70_36 Hydroelectric power generation systems,2016-10
Ss_70_10_35_96,Water mill systems,Ss_70_10_70_95 Water mill systems,2016-10
Ss_70_10_35_97,Water turbine systems,Ss_70_10_70_97 Water turbine systems,2016-10
Ss_70_10_80,Solar power generation systems,Ss_70_10_70 Renewable power generation systems,2016-10
Ss_70_10_80_35,Grid-connected photovoltaic systems,Ss_70_10_70_35 Grid-connected photovoltaic systems,2016-10
Ss_70_10_80_85,Stand-alone photovoltaic systems,Ss_70_10_70_85 Stand-alone photovoltaic systems,2016-10
Ss_70_10_96,Wave and tidal power generation systems,Ss_70_10_70_80 Small-scale wave and tidal power generation systems,2016-10
Ss_70_10_96_80,Small-scale wave and tidal power generation systems,Ss_70_10_70_80 Small-scale wave and tidal power generation systems,2016-10
Ss_70_10_97,Wind power generation systems,Ss_70_10_70_98 Wind power generating systems,2016-10
Ss_70_10_97_80,Small-scale wind power generation systems,Ss_70_10_70_82 Small-scale wind-powered electricity generation systems,2016-10
Ss_70_10_97_97,Wind power generating systems,Ss_70_10_70_98 Wind power generating systems,2016-10
Ss_70_30_35_40,High voltage transmission systems,Ss_70_20_35 High-voltage transmission and distribution systems,2019-07
Ss_70_30_90_90,Third rail electrification systems,Ss_70_30_90_15 Conductor rail electrification systems,2023-01
Ss_70_80_33_92,Underwater lighting systems,Ss_70_80_85_92 Underwater lighting systems,2022-01
Ss_70_95,Temporary electrical systems,Ss_15_95_70 Temporary electrical systems,2023-07
Ss_75_30_35_52,Motorway signal and control systems,Ss_75_30_35 Road signal and control systems,2020-04
Ss_75_30_35_72,Traffic signal systems,Ss_75_30_35_88 Traffic signal systems,2020-04
Ss_75_30_35_90,Traffic management control systems,Ss_75_70_90_91 Traffic management control systems,2020-10
Ss_75_50_11_05,Assistance call systems,Ss_75_50_11_25 Emergency assistance call systems,2020-10
Ss_75_50_11_95,Voice alarm systems,Ss_75_50_28_95 Voice alarm systems,2020-10
Ss_75_50_15,Cathodic protection systems,Ss_20_70_10 Cathodic protection systems,2023-04
Ss_75_50_15_02,Adhesive-backed zinc sheet anode systems,Ss_20_70_10_02 Adhesive-backed zinc sheet anode systems,2023-04
Ss_75_50_15_09,Buried galvanic anode systems,Ss_20_70_10_09 Buried galvanic anode systems,2023-04
Ss_75_50_15_10,Buried impressed current anode systems,Ss_20_70_10_10 Buried impressed current anode systems,2023-04
Ss_75_50_15_27,Embedded impressed current anode systems,Ss_20_70_10_27 Embedded impressed current anode systems,2023-04
Ss_75_50_15_28,Embedded zinc anode systems,Ss_20_70_10_28 Embedded zinc anode systems,2023-04
Ss_75_50_15_41,Immersed galvanic anode systems,Ss_20_70_10_41 Immersed galvanic anode systems,2023-04
Ss_75_50_15_42,Immersed impressed current anode systems,Ss_20_70_10_42 Immersed impressed current anode systems,2023-04
Ss_75_50_15_72,Recess-mounted impressed current anode systems,Ss_20_70_10_72 Recess-mounted impressed current anode systems,2023-04
Ss_75_50_15_85,Surface-mounted impressed current anode systems,Ss_20_70_10_85 Surface-mounted impressed current anode systems,2023-04
Ss_75_50_15_99,Zinc mesh in overlay systems,Ss_20_70_10_99 Zinc mesh in overlay systems,2023-04
Ss_75_50_28_30,Fixed gas detection and alarm systems,Ss_75_50_33_30 Fixed gas detection and alarm systems,2020-01
Ss_75_50_28_32,Flow sample gas detection and alarm systems,Ss_75_50_33_32 Flow sample gas detection and alarm systems,2020-01
Ss_75_50_28_71,Refrigerant leak detection and alarm systems,Ss_75_50_33_71 Refrigerant leak detection and alarm systems,2020-01
Ss_75_50_28_96,Water leak detection and alarm systems,Ss_75_50_50_96 Water leak detection and alarm systems,2020-01
Ss_75_50_28_97,Water presence detection and alarm systems,Ss_75_50_50_45 Liquid presence detection and alarm systems,2020-01
Ss_75_50_33_96,Water leak detection and alarm systems,Ss_75_50_50_96 Water leak detection and alarm systems,2020-07
Ss_75_50_33_97,Water presence detection and alarm systems,Ss_75_50_50_45 Liquid presence detection and alarm systems,2020-07
Ss_75_50_45,Electrical protection systems,Ss_70_30_25 Electrical protection systems,2023-04
Ss_75_50_45_45,Lightning protection systems,Ss_70_30_25_45 Lightning protection systems,2023-04
Ss_75_60_25,Earthquake warning systems,Ss_75_60_55_25 Earthquake warning systems,2021-01
Ss_75_60_30,Flood warning systems,Ss_75_60_55_30 Flood warning systems,2021-01
Ss_75_60_52,Meteorological instrumentation systems,Ss_75_60_50 Meteorological systems,2021-01
Ss_75_60_52_95,Weather observation systems,Ss_75_60_50_95 Weather observation systems,2021-01
Ss_75_60_70,Radiation detection and alarm systems,Ss_75_60_45_70 Radiation detection and alarm systems,2021-01
Ss_75_60_75,Seismic instrumentation systems,Ss_75_60_55_75 Seismic instrumentation systems,2021-01
Ss_75_60_90,Tsunami warning systems,Ss_75_60_55_90 Tsunami warning systems,2021-01
Ss_75_60_95,Volcanic eruption warning systems,Ss_75_60_55_95 Volcanic eruption warning systems,2021-01
Ss_75_70_35,Highway control systems,Ss_75_30_35 Road signal and control systems,2020-04
Ss_75_70_70,Railway control systems,Ss_75_30_70 Railway signal and control systems,2019-07
Ss_75_70_72,Road control systems,Ss_75_30_35 Road signal and control systems,2020-04
Ss_75_80,Protection systems,Ss_70_30_25 Electrical protection systems,2018-10
Ss_75_80_10,Cathodic protection systems,Ss_20_70_10 Cathodic protection systems,2018-10
Ss_75_80_10_02,Adhesive backed zinc sheet anode systems,Ss_20_70_10_02 Adhesive-backed zinc sheet anode systems,2018-10
Ss_75_80_10_09,Buried galvanic anode systems,Ss_20_70_10_09 Buried galvanic anode systems,2018-10
Ss_75_80_10_10,Buried impressed current anode systems,Ss_20_70_10_10 Buried impressed current anode systems,2018-10
Ss_75_80_10_27,Embedded impressed current anode systems,Ss_20_70_10_27 Embedded impressed current anode systems,2018-10
Ss_75_80_10_28,Embedded zinc anode systems,Ss_20_70_10_28 Embedded zinc anode systems,2018-10
Ss_75_80_10_41,Immersed galvanic anode systems,Ss_20_70_10_41 Immersed galvanic anode systems,2018-10
Ss_75_80_10_42,Immersed impressed current anode systems,Ss_20_70_10_42 Immersed impressed current anode systems,2018-10
Ss_75_80_10_72,Recess mounted impressed current anode systems,Ss_20_70_10_72 Recess-mounted impressed current anode systems,2018-10
Ss_75_80_10_85,Surface mounted impressed current anode systems,Ss_20_70_10_85 Surface-mounted impressed current anode systems,2018-10
Ss_75_80_10_99,Zinc mesh in overlay systems,Ss_20_70_10_99 Zinc mesh in overlay systems,2018-10
Ss_75_80_45,Electrical protection systems,Ss_70_30_25 Electrical protection systems,2018-10
Ss_75_80_45_25,Earthing and bonding systems,Ss_70_30_25_25 Earthing and bonding systems,2018-10
Ss_75_80_45_45,Lightning protection systems,Ss_70_30_25_45 Lightning protection systems,2018-10
Ss_75_95,"Temporary communications, security, safety, control and protection systems","Ss_15_95_75 Temporary communications, security, safety, control and protection systems",2023-07
Ss_80_30_10,Bulk handling crane systems,Ss_80_30_15_10 Bulk handling crane systems,2019-04
Ss_80_30_45,Industrial crane systems,Ss_80_30_15 Crane systems,2019-04
Ss_80_30_45_50,Overhead crane systems,Ss_80_30_15_59 Overhead crane systems,2019-04
Ss_80_50_60_42,Inclined stairlift systems,Ss_80_50_02_83 Stairlift systems,2019-07
Ss_80_50_60_50,Manual dumb waiter systems,Ss_80_50_01_50 Manual dumb waiter systems,2021-10
Ss_80_50_60_65,Powered homelift systems,Ss_80_50_02_65 Powered homelift systems,2021-10
Ss_80_50_60_83,Stairlift systems,Ss_80_50_02_83 Stairlift systems,2021-10
Ss_80_50_60_85,Step lift systems,Ss_80_50_02_85 Step lift systems,2021-10
Ss_80_50_60_94,Vertical lifting platform systems,Ss_80_50_02_94 Vertical lifting platform systems,2021-10
Ss_80_70_69,Rail buffer systems,Ss_80_70_89 Train arrestor systems,2018-01
Ss_80_70_69_30,Fixed buffer systems,Ss_80_70_89_30 Fixed train arrestor systems,2018-01
Ss_80_70_69_31,Friction buffer systems,Ss_80_70_89_50 Moveable train arrestor systems,2018-01
Ss_80_95,Temporary transport systems,Ss_15_95_80 Temporary transport systems,2023-07
Ss_85_95,Temporary process engineering systems,Ss_15_95_85 Temporary process engineering systems,2023-07
TE_10_40_10,Access doors,TE_10_40_85_01 Access doors,2019-07
TE_10_40_40,Keys,TE_10_40_85_45 Keys,2019-07
TE_10_40_50,Road forms,TE_10_40_55_72 Road forms,2019-07
TE_10_40_60,Sheeting,TE_10_40_55_77 Sheeting,2019-07
TE_10_40_70,Telescopic floor centres,TE_10_40_75_87 Telescopic floor centres,2019-07
TE_10_40_80,Formwork wedges,TE_10_40_85_96 Formwork wedges,2019-07
TE_10_40_90,Wrot,TE_10_40_55_96 Wrot,2019-07
TE_10_60,Formwork sealing and cleaning products,Pr_35_31_77_15 Concrete sealers,2019-07
TE_10_80,Formwork supports,TE_10_40_75 Formwork supports,2019-07
TE_10_80_10,Telescopic props,TE_10_40_75_89 Telescopic props,2019-07
TE_20_10_10_54,Mobile elevating work platform,TE_30_30_60_25 Mobile elevating work platforms (MEWPs),2023-01
TE_20_10_20,Mobile working towers,TE_20_10_10_52 Mobile working towers,2019-07
TE_20_10_30,Mobile elevating work platforms,TE_30_30_60_25 Mobile elevating work platforms (MEWPs),2019-07
TE_20_10_80,Suspended work platforms,TE_20_10_10_86 Suspended work platforms,2019-07
TE_20_30_10_46,Ladders,TE_20_40_10 Ladders and steps,2017-04
TE_20_30_10_47,Landings,SL_90_10_46 Landings,2018-01
TE_20_30_10_85,Stairways,SL_90_10_87 Stairways,2018-01
TE_20_30_30_36,Handrails,Pr_25_30_36 Handrails,2018-01
TE_20_50_10,Adjustable struts,TE_20_50_75_02 Adjustable struts,2019-07
TE_20_50_20,Baulk timbers,TE_20_50_65_06 Baulk timbers,2019-07
TE_20_50_30,Dogs,TE_20_50_65_23 Dogs,2019-07
TE_20_50_40,Folding wedges,TE_20_50_65_30 Folding wedges,2019-07
TE_20_50_50,Needles,TE_20_50_65_56 Needles,2019-07
TE_20_50_60,Strutting timbers,TE_20_50_75_75 Strutting timbers,2019-07
TE_20_50_70,Sole plates,TE_20_50_65_83 Sole plates,2019-07
TE_20_80_20,Fencing boarding,Ss_25_14 Fence systems,2019-07
TE_20_80_30,Fencing chestnut,Pr_25_57_56_14 Cleft chestnut palisade rolls,2019-07
TE_20_80_40,Fencing panels,Ss_25_14 Fence systems,2019-07
TE_20_80_50,Fencing supports,Ss_25_14 Fence systems,2019-07
TE_30_20,Construction lifts,TE_30_30_10 Construction lifts,2018-08
TE_30_20_10,Lift bottom and landing gates,TE_30_30_10_10 Lift bottom and landing gates,2018-08
TE_30_20_40,Lift cages,TE_30_30_10_40 Lift cages,2018-08
TE_30_20_50,Lifting mechanisms,TE_30_70_50 Lifting mechanisms,2018-08
TE_30_20_60,Lift platforms,TE_30_30_10_60 Lift platforms,2018-08
TE_30_20_80,Lift safety limiters,TE_30_30_10_80 Lift safety limiters,2018-08
TE_30_30_10,Double drum friction winches,TE_30_30_90_10 Double drum friction winches,2018-08
TE_30_30_70,Single drum winches,TE_30_30_90_70 Single drum winches,2018-08
TE_30_40,Hoists,TE_30_30_40 Hoists,2018-08
TE_30_40_10,Lorry loaders,TE_30_30_40_10 Lorry loaders,2018-08
TE_30_40_40,Mobile hoists,TE_30_30_40_40 Mobile hoists,2018-08
TE_30_40_60,Rack and pinion dual use hoists,TE_30_30_40_60 Rack and pinion dual-use hoists,2018-08
TE_30_40_70,Rack and pinion single use hoists,TE_30_30_40_70 Rack and pinion single-use hoists,2018-08
TE_30_40_80,Scaffold hoists,TE_30_30_40_80 Scaffold hoists,2018-08
TE_30_50_10_76,Screw conveyors,TE_30_50_10_05 Auger conveyors,2018-01
TE_30_60,Lifting platforms,TE_30_30_60 Lifting platforms,2018-08
TE_30_60_50,Self-propelled platforms,TE_30_30_60_50 Self-propelled platforms,2018-08
TE_30_60_60,Scissor lifts,TE_30_30_60_60 Scissor lifts,2018-08
TE_30_60_70,Telescopic platforms,TE_30_30_60_70 Telescopic platforms,2018-08
TE_30_60_80,Trailer mounted platforms,TE_30_30_60_80 Trailer mounted platforms,2018-08
TE_30_60_95,Vehicle mounted platforms,TE_30_30_60_90 Vehicle mounted platforms,2018-08
TE_30_70_20,Chain blocks,TE_30_70_50_12 Chain blocks,2018-08
TE_30_70_30,Chains,TE_30_70_50_14 Lifting chains,2018-08
TE_30_70_50,Pull lifts,TE_30_70_50_60 Pull lifts,2018-08
TE_30_70_60,Ropes,TE_30_70_50_70 Lifting ropes,2018-08
TE_30_70_70,Slings and brothers,TE_30_70_50_80 Slings and brothers,2018-08
TE_30_70_80,Wires,TE_30_70_50_95 Lifting wires,2018-08
TE_30_80,Lifting trucks,TE_30_30_80 Lifting trucks,2018-08
TE_30_80_30,Lift trucks,TE_30_30_80_30 Lift trucks,2018-08
TE_30_80_50,Manual lift trucks,TE_30_30_80_50 Manual lift trucks,2018-08
TE_30_80_70,Portal lift trucks,TE_30_30_80_70 Portal lift trucks,2018-08
TE_40_30_10_52,Motor graders,TE_40_70_10_52 Motor graders,2019-07
TE_40_30_30_52,Motorized scrapers,TE_40_70_50_52 Motorized scrapers,2019-07
TE_40_30_30_53,Motorized elevating scrapers,TE_40_70_50_53 Motorized elevating scrapers,2019-07
TE_40_30_30_78,Semi-trailer tractor trucks,TE_40_10_50 Lorries,2019-07
TE_40_30_30_87,Tractor loading shovels,TE_60_60_30_65 Power-driven loading shovels,2019-07
TE_40_30_30_88,Tractor loading shovels with back hoe equipment,TE_60_60_30_65 Power-driven loading shovels,2019-07
TE_40_30_30_89,Tractor loading shovels with four-in-one equipment,TE_60_60_30_65 Power-driven loading shovels,2019-07
TE_40_30_30_90,Tractor loading shovels with ripper attachment,TE_60_60_30_65 Power-driven loading shovels,2019-07
TE_40_50_10,Vehicles,TE_40 Construction vehicles,2019-07
TE_40_50_10_15,Coaches/ buses,TE_40 Construction vehicles,2019-07
TE_40_50_10_60,Passenger/ goods cross country vehicles,TE_40 Construction vehicles,2019-07
TE_40_50_10_72,Road sweepers with gully emptiers,TE_50_70_60_72 Road sweepers with gully emptiers,2019-07
TE_40_50_10_77,Self-propelled road cleaners,TE_50_70_60_77 Self-propelled road cleaners,2019-07
TE_40_50_10_84,Station wagons,TE_40 Construction vehicles,2019-07
TE_40_50_10_94,Vans,TE_40 Construction vehicles,2019-07
TE_40_50_60_31,Fuel storage tanks,TE_40_50_60_77 Self-propelled fuel tankers,2019-07
TE_40_50_60_47,LPG cylinders,Pr_60_50_33_46 Liquefied gas cylinders,2019-07
TE_40_70_50_77,"Scraper systems, gravel extraction",TE_40_70_50_24 Drag scrapers,2019-07
TE_40_70_90_07,Backhoe loaders,TE_40_70_40_07 Backhoe loaders,2019-07
TE_40_70_90_34,Graders,TE_40_70_10 Dozers and graders,2019-07
TE_50_20_10_21,Drilling machines for foundation piles,TE_50_20_10_63 Pile drilling machines,2019-07
TE_50_20_10_22,Drilling machines for post and mast holes,TE_50_20_10_65 Post and mast hole drilling machines,2019-07
TE_50_20_10_23,Drilling machines for soil exploration,TE_50_20_10_80 Soil exploration drilling machines,2019-07
TE_50_20_10_24,Drilling vehicles,TE_50_10_30 Drilling vehicles,2018-01
TE_50_20_70,Diaphragm walling plant,"TE_50_20 Drilling, piling and canal trimming equipment",2019-07
TE_50_20_80,Hydraulic pipe pushers,TE_70_20_85_40 Hydraulic pipe pushers,2019-07
TE_50_80,Planers,TE_50_70_10 Asphalt pavement equipment,2019-07
TE_50_80_20,Heater planers,TE_50_70_10 Asphalt pavement equipment,2019-07
TE_50_80_40,Cold planers,TE_50_70_10_15 Cold planers,2019-07
TE_60_20_10,Stone breakers,TE_60_20_15_84 Stone breakers,2019-07
TE_60_20_30,Brick crushers,TE_60_20_15_08 Brick crushers,2019-07
TE_60_20_40,Gyratory crushers,TE_60_20_15_35 Gyratory crushers,2019-07
TE_60_20_50,Impact-type crushers,TE_60_20_15_42 Impact-type crushers,2019-07
TE_60_20_60,Hammer crushers,TE_60_20_15_36 Hammer crushers,2019-07
TE_60_20_70,Roller crushers,TE_60_20_15_72 Roller crushers,2019-07
TE_60_30_10,Circular vibratory screens,TE_60_30_80_14 Circular vibratory screens,2019-07
TE_60_30_20,Eccentric vibratory screens,TE_60_30_80_26 Eccentric vibratory screens,2019-07
TE_60_30_40,Linear vibratory screens,TE_60_30_80_46 Linear vibratory screens,2019-07
TE_60_30_70,Screens with electromagnetic drive,TE_60_30_80 Vibrating screens,2019-07
TE_60_40_60,"Washing machines, scoops for aggregates",TE_60_40_05 Aggregate washing machines,2020-07
TE_60_60_10_78,Silos for cement and aggregates,TE_60_40_40_78 Aggregate silos,2019-07
TE_60_60_20_27,Equipment for washing out concrete residues,TE_60_60_20 Concrete and mortar transportation equipment,2019-07
TE_60_60_60_80,Spreaders,TE_60_60_60_19 Concrete spreaders,2018-01
TE_60_80_90,Diamond tools,TE_70_50_40_21 Diamond drilling and chasing equipment,2019-07
TE_70_10_10_50,Office fittings,TE_70_10_10_80 Site office fittings,2019-07
TE_70_10_10_89,Toilet units,TE_70_10_10_65 Portable toilet units,2019-07
TE_70_10_20_85,"Steam generators, water heaters",TE_70_10_20_97 Water heaters,2019-07
TE_70_10_30_85,Tilley lamps,TE_70_10_30_85 Storm lamps,2019-07
TE_70_10_40_11,Cable and pipeline detectors,"TE_70_50_45_12 Cable locators
TE_70_50_45_63 Pipeline locators",2018-08
TE_70_20_10_38,Helmets,TE_70_20_10_98 Welding helmets,2019-07
TE_70_20_20_75,Safety harnesses,Pr_40_70_75_77 Safety harnesses,2018-01
TE_70_20_20_96,Warning signs,Pr_40_10_77_97 Warning signs,2018-01
TE_70_20_30_72,Road cones,Pr_40_10_77_89 Traffic cones,2019-07
TE_70_20_70_03,Air receivers,TE_70_20_70_15 Compressed air receivers,2018-01
TE_70_20_90_46,Ladders,TE_20_40_10 Ladders and steps,2017-04
